ID,COU,RES,SITE,SITE_ID,PLOT,Date,Microsite,ID_Microsite,diameter_1(cm),diameter_2(cm),height(cm),canopy area (cm2),Number of replicate,Quadrat,Species within quadrat,Cover (%),Number of individuals
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,14,1,Stipa barbata,6,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,14,1,Hedysarum boveanum,1,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,31,14,4869.48,15,1,Stipa barbata,6,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,31,14,4869.48,15,1,Stipa parviflora,5,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,31,14,4869.48,15,1,Plantago albicans,2,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,31,14,4869.48,15,1,Astragalus incanus,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,31,14,4869.48,15,1,Hedysarum boveanum,2,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,15,1,Stipa barbata,6,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,15,1,Hedysarum boveanum,4,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,15,1,Herniaria fruticosa,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,15,1,"Helianthemum ""small""",2,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,15,1,Teucrium gnaphalodes,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,50,50,60,7854,1,1,Stipa barbata,12,4
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,50,50,60,7854,1,1,Plantago albicans,5,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,50,50,60,7854,1,1,"Helianthemum ""small""",4,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,50,50,60,7854,1,1,Helianthemum rotundifolium,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,50,50,60,7854,1,1,Coronilla minima,5,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,1,1,Phlomis lychnitis,5,6
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,1,1,Plantago albicans,2,4
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,1,1,Helianthemum hirtum,2,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,1,1,Stipa barbata,15,12
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,1,1,Hedysarum boveanum,2,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,100,65,57,20420.4,2,100(1),Plantago albicans,15,12
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,100,65,57,20420.4,2,100(1),Teucrium capitatum,20,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,100,65,57,20420.4,2,100(1),Stipa barbata,5,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,2,100(1),Phlomis lychnitis,15,19
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,2,100(1),Thymus zygis,15,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,2,100(1),Teucrium capitatum,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,2,100(1),Plantago albicans,10,17
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,2,100(1),"Helianthemum ""small""",2,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,2,100(1),Stipa barbata,8,6
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,2,100(1),Helianthemum asperum,5,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,37,50,55,5811.96,3,1,Teucrium capitatum,5,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,37,50,55,5811.96,3,1,Phlomis lychnitis,12,6
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,37,50,55,5811.96,3,1,Thymus zygis,2,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,37,50,55,5811.96,3,1,Stipa barbata,3,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,3,1,Phlomis lychnitis,16,7
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,3,1,Plantago albicans,4,7
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,3,1,Stipa barbata,2,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,3,1,Coronilla minima,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,50,50,76,7854,4,1,Stipa barbata,7,4
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,50,50,76,7854,4,1,Thymus zygis,5,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,4,1,Helianthemum squamatum,2,4
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,40,50,53,6283.2,5,1,Plantago albicans,10,8
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,40,50,53,6283.2,5,1,Coronilla minima,5,5
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,40,50,53,6283.2,5,1,Helianthemum rotundifolium,4,9
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,40,50,53,6283.2,5,1,Teucrium capitatum,12,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,40,50,53,6283.2,5,1,Matthiola fruticulosa,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,5,1,Stipa barbata,18,5
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,5,1,Coronilla minima,5,4
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,5,1,Hedysarum boveanum,7,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,5,1,Teucrium capitatum,4,4
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,5,1,Helianthemum hirtum,3,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,100,80,75,25132.8,6,100(1),Thymus zygis,10,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,100,80,75,25132.8,6,100(1),Plantago albicans,2,4
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,100,80,75,25132.8,6,100(1),Stipa barbata,5,16
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,100,80,75,25132.8,6,100(1),Helianthemum hirtum,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,6,100(1),Plantago albicans,10,35
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,6,100(1),Stipa barbata,7,15
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,6,100(1),Thymus zygis,4,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,6,100(1),Phlomis lychnitis,2,4
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,90,100,60,28274.4,7,100(1),Thymus zygis,25,4
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,90,100,60,28274.4,7,100(1),Helianthemum squamatum,10,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,90,100,60,28274.4,7,100(1),Stipa barbata,5,10
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,7,100(1),Plantago albicans,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,100,90,65,28274.4,8,100(1),Plantago albicans,3,6
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,100,90,65,28274.4,8,100(1),Thymus zygis,10,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,100,90,65,28274.4,8,100(1),Stipa barbata,5,10
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,100,90,65,28274.4,8,100(1),Hedysarum boveanum,3,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,8,100(1),Genista scorpia,15,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,8,100(1),Thymus zygis,20,4
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,8,100(1),Teucrium capitatum,5,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,8,100(1),Stipa barbata,15,35
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,8,100(1),Plantago albicans,1,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,8,100(1),Hedysarum boveanum,5,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,50,50,37,7854,9,1,Thymus zygis,7,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,50,50,37,7854,9,1,Teucrium capitatum,5,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,50,50,37,7854,9,1,Hedysarum boveanum,7,5
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,50,50,37,7854,9,1,Helianthemum rotundifolium,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,9,1,Stipa barbata,17,15
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,9,1,Teucrium capitatum,5,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,9,1,Hedysarum boveanum,9,6
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,48,40,52,6031.872,10,1,Helianthemum asperum,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,48,40,52,6031.872,10,1,Teucrium capitatum,2,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,48,40,52,6031.872,10,1,Hedysarum boveanum,2,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,48,40,52,6031.872,10,1,Linum suffruticosum,5,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,10,1,Stipa barbata,25,13
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,10,1,Helianthemum asperum,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,10,1,Teucrium capitatum,4,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,10,1,Hedysarum boveanum,2,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,45,50,45,7068.6,11,1,"Helianthemum ""small""",2,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,45,50,45,7068.6,11,1,Stipa barbata,4,9
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,45,50,45,7068.6,11,1,Hedysarum boveanum,7,6
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,45,50,45,7068.6,11,1,Plantago albicans,1,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,11,1,Phlomis lychnitis,6,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,11,1,Matthiola fruticulosa,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,11,1,Thymus zygis,5,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,11,1,Stipa barbata,7,8
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,100,95,60,29845.2,12,100(1),Stipa barbata,3,10
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,100,95,60,29845.2,12,100(1),Plantago albicans,2,4
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,100,95,60,29845.2,12,100(1),Thymus zygis,10,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,100,95,60,29845.2,12,100(1),Teucrium capitatum,12,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,100,95,60,29845.2,12,100(1),Hedysarum boveanum,2,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,12,100(1),Hedysarum boveanum,10,8
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,12,100(1),Stipa barbata,10,30
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,12,100(1),"Helianthemum ""small""",5,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,12,100(1),Teucrium capitatum,5,5
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,40,40,45,5026.56,13,1,Phlomis lychnitis,8,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,40,40,45,5026.56,13,1,Plantago albicans,2,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,40,40,45,5026.56,13,1,Teucrium capitatum,7,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,40,40,45,5026.56,13,1,Hedysarum boveanum,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,13,1,"Helianthemum ""small""",6,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,13,1,Stipa barbata,10,5
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,13,1,Teucrium capitatum,2,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,13,1,Hedysarum boveanum,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,50,50,35,7854,14,1,Plantago albicans,2,4
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,50,50,35,7854,14,1,Helianthemum hirtum,2,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Gypsophila,50,50,35,7854,14,1,Stipa barbata,1,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,14,1,Stipa barbata,9,5
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,14,1,Koeleria vallesiana,5,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,14,1,Plantago albicans,1,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,14,1,Teucrium capitatum,4,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,14,1,"Helianthemum ""small""",2,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Genista scorpia,110,40,42,13823.04,1,2,"Helianthemum ""small""",1,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Genista scorpia,110,40,42,13823.04,1,2,Stipa barbata,7,20
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Genista scorpia,110,40,42,13823.04,1,2,Plantago albicans,2,7
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Genista scorpia,110,40,42,13823.04,1,2,Phlomis lychnitis,1,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Genista scorpia,110,40,42,13823.04,1,2,Thymus zygis,5,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Genista scorpia,110,40,42,13823.04,1,2,Helianthemum hirtum,0.5,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,1,2,Phlomis lychnitis,3,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,1,2,Thymus zygis,8,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,1,2,Stipa barbata,4,15
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,1,2,Helianthemum hirtum,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,1,2,Hedysarum boveanum,2,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Genista scorpia,50,35,45,5497.8,2,1,Thymus zygis,6,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Genista scorpia,50,35,45,5497.8,2,1,Stipa barbata,6,10
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Genista scorpia,50,35,45,5497.8,2,1,Plantago albicans,2,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Genista scorpia,50,35,45,5497.8,2,1,"Helianthemum ""small""",6,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,2,1,Helianthemum hirtum,10,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,2,1,Teucrium capitatum,9,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,2,1,Thymus zygis,3,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,2,1,Stipa barbata,4,5
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Genista scorpia,50,35,18,5497.8,3,1,"Helianthemum ""small""",5,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Genista scorpia,50,35,18,5497.8,3,1,Stipa barbata,5,10
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Genista scorpia,50,35,18,5497.8,3,1,Teucrium capitatum,2,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,3,1,Thymus zygis,10,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,3,1,Stipa barbata,7,12
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,3,1,Teucrium capitatum,2,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,3,1,"Helianthemum ""small""",2,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,3,1,Plantago albicans,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Genista scorpia,50,50,45,7854,4,1,Thymus zygis,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Genista scorpia,50,50,45,7854,4,1,Linum suffruticosum,20,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Genista scorpia,50,50,45,7854,4,1,Stipa barbata,8,10
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Genista scorpia,50,50,45,7854,4,1,Plantago albicans,2,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Genista scorpia,50,50,45,7854,4,1,Teucrium capitatum,2,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,4,1,Thymus zygis,10,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,4,1,Stipa barbata,16,12
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,4,1,"Helianthemum ""small""",9,4
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,4,1,Plantago albicans,2,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Genista scorpia,50,40,32,6283.2,5,1,Plantago albicans,4,6
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Genista scorpia,50,40,32,6283.2,5,1,Thymus zygis,8,5
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Genista scorpia,50,40,32,6283.2,5,1,Stipa barbata,5,10
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,5,1,Thymus zygis,20,4
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,5,1,Stipa barbata,10,12
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,5,1,Plantago albicans,5,10
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,5,1,Teucrium capitatum,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,5,1,Matthiola fruticulosa,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,5,1,"Helianthemum ""small""",9,7
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Genista scorpia,50,46,35,7225.68,6,1,Helianthemum hirtum,8,5
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Genista scorpia,50,46,35,7225.68,6,1,Stipa barbata,5,6
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Genista scorpia,50,46,35,7225.68,6,1,Hedysarum boveanum,2,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Genista scorpia,50,46,35,7225.68,6,1,Thymus zygis,2,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Genista scorpia,50,46,35,7225.68,6,1,Plantago albicans,2,4
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Genista scorpia,50,46,35,7225.68,6,1,Teucrium capitatum,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,6,1,Teucrium capitatum,4,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,6,1,Stipa barbata,10,12
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,6,1,Thymus zygis,2,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,6,1,Helianthemum hirtum,1,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,6,1,Hedysarum boveanum,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Genista scorpia,50,50,40,7854,7,1,Stipa barbata,8,12
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Genista scorpia,50,50,40,7854,7,1,Helianthemum rotundifolium,1,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Genista scorpia,50,50,40,7854,7,1,Plantago albicans,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Genista scorpia,50,50,40,7854,7,1,"Helianthemum ""small""",1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,7,1,Thymus zygis,8,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,7,1,Plantago albicans,2,5
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,7,1,Hedysarum boveanum,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,7,1,Stipa barbata,2,8
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Genista scorpia,30,30,20,2827.44,8,1,"Helianthemum ""small""",6,10
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Genista scorpia,30,30,20,2827.44,8,1,Hedysarum boveanum,3,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Genista scorpia,30,30,20,2827.44,8,1,Thymus zygis,5,4
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Genista scorpia,30,30,20,2827.44,8,1,Stipa barbata,3,6
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Genista scorpia,30,30,20,2827.44,8,1,Plantago albicans,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,8,1,Thymus zygis,5,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,8,1,Stipa barbata,5,7
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,8,1,Astragalus incanus,8,8
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,8,1,Helianthemum hirtum,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,8,1,Helianthemum rotundifolium,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Genista scorpia,44,50,40,6911.52,9,1,Stipa barbata,4,6
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Genista scorpia,44,50,40,6911.52,9,1,Matthiola fruticulosa,1,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Genista scorpia,44,50,40,6911.52,9,1,Teucrium capitatum,1,1
